timestamp,CH4_ppm,N2O_ppm
2025-01-01,34.493428306022466,3.4172251908184386
2025-01-02,33.22347139765763,3.2044753158751047
2025-01-03,34.79537707620138,3.116923399908212
2025-01-04,36.54605971281605,3.50350288665226
2025-01-05,33.03169325055333,3.6292998567487853
2025-01-06,33.03172608610164,3.599384035734859
2025-01-07,36.65842563101478,3.068234743033208
2025-01-08,35.03486945830582,3.2272362872446356
2025-01-09,32.5610512281301,3.419379029421069
2025-01-10,34.58512008717193,3.6126635381367076
2025-01-11,32.573164614375074,3.176247728646413
2025-01-12,32.56854049285948,3.2643023070008548
2025-01-13,33.98392454313207,2.9880995077981916
2025-01-14,29.673439510684403,2.9611380127757987
2025-01-15,30.050164334973935,3.563757746718259
2025-01-16,32.375424941518055,3.7268720085712466
2025-01-17,31.474337759331153,3.2983969635259
2025-01-18,34.128494665190544,3.621059869367607
2025-01-19,31.683951848957577,3.42849080751429
2025-01-20,30.675392597329417,3.126464073618463
2025-01-21,36.43129753784311,3.428418681652524
2025-01-22,33.04844739902693,3.7814109699397904
2025-01-23,33.63505640937585,3.3092521882670143
2025-01-24,30.650503627573087,3.7893930967442016
2025-01-25,32.41123455094964,2.5340764687730766
2025-01-26,33.72184517941973,3.566570751312567
2025-01-27,31.198012845155393,3.346114120471451
2025-01-28,34.25139603669135,3.2302977948602396
2025-01-29,32.29872262016239,3.3475282329606504
2025-01-30,32.91661250041345,2.723729325619732
2025-01-31,32.29658677554121,3.254098433648746
2025-02-01,37.20455636901787,3.4271337714535237
2025-02-02,33.473005550524135,3.7633682134224546
2025-02-03,31.3845781420882,3.1645189345179054
2025-02-04,35.14508982420638,3.0774519191320437
2025-02-05,31.058312700057954,3.169472886924639
2025-02-06,33.91772719000951,3.5946206353106223
2025-02-07,29.58065975224045,3.4186253328979053
2025-02-08,30.84362790220314,3.1610719388698882
2025-02-09,33.89372247173824,3.4739802299340066
2025-02-10,34.97693315999082,3.349123264804412
2025-02-11,33.84273656237994,3.6105934971598668
2025-02-12,33.26870343522352,3.109384071836794
2025-02-13,32.89779260882142,3.2217013560206693
2025-02-14,30.542956019265144,3.2023675540603525
2025-02-15,32.060311583210584,2.8809455155603643
2025-02-16,32.57872245808043,3.4088360831193727
2025-02-17,35.61424445243783,3.3983165816539667
2025-02-18,34.18723657913692,3.321534036992738
2025-02-19,29.97391968927453,3.2496238599874556
